@relation valence-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 {-1,1}

@data
6670.8,5661,0.49922,0.49922,967.83,167.83,0.57907,-0.00067535,0.073695,0.90712,1
7404.6,5335.3,0.49911,0.49911,784.36,139.81,0.59493,-0.00031616,0.072725,0.81345,-1
8918,7237.1,0.49911,0.49911,833.77,140.95,0.5883,0.031045,0.073553,0.8763,-1
8148.2,15537,0.49926,0.49926,549.66,141.66,0.62935,-0.021351,0.043086,0.81279,-1
8765.5,6954.6,0.49926,0.49926,414.31,124.85,0.65974,0.011135,0.048605,0.82978,-1
4812.9,2840.3,0.49922,0.49922,807.51,155.34,0.55084,0.0062231,0.054792,0.71964,1
5096.7,3076.7,0.49937,0.49937,938.09,105.46,0.59424,-0.034235,0.046846,0.70568,1
9118.7,3695.2,0.49937,0.49937,472.03,97.41,0.61464,-0.015766,0.057242,0.82865,1
6252,2886.2,0.49937,0.49937,267.15,78.586,0.63992,-0.058676,0.032211,0.39275,1
6264.4,3680.8,0.49937,0.49937,320.42,109.85,0.6421,0.006896,0.033545,0.87425,-1
7351.7,4990.1,0.49917,0.49917,661.21,155.03,0.57496,-0.0029646,0.065766,0.8775,1
6872.5,4757,0.49917,0.49917,550.66,129.94,0.55041,0.0015389,0.03463,0.8786,1
7844.4,5543.9,0.49937,0.49937,295.03,99.397,0.53979,-0.021079,0.032657,0.85972,1
10808,6241,0.49937,0.49937,367.75,112.89,0.54246,0.0082204,0.04546,0.87637,-1
7196.5,7443.5,0.49886,0.49886,479.72,174.93,0.58442,-0.012554,0.076816,0.67092,1
6380.7,8568.4,0.49917,0.49917,360.11,130.73,0.63143,-0.021946,0.050693,0.72216,1
9284.6,5757.8,0.49926,0.49926,791.29,129.54,0.55465,-0.017911,0.04579,0.91303,1
7954.6,4311.5,0.49937,0.49937,755.27,106.37,0.54532,-0.020126,0.024446,0.86111,-1
6133.1,3802.4,0.49886,0.49886,631.51,186.45,0.64763,0.014023,0.061587,0.75434,-1
6861.8,4258.2,0.49911,0.49911,587.23,158.28,0.62172,0.0071623,0.063096,0.87925,1
7776.9,5350.1,0.49911,0.49911,444.61,140.51,0.68597,0.0028348,0.08369,0.87025,1
7860.1,4586.6,0.49886,0.49886,640.66,157.24,0.60409,0.019062,0.049322,0.94517,1
6403.5,5031,0.49917,0.49917,486.95,137.63,0.5243,-0.012075,0.065691,0.81169,1
6337,7135,0.49896,0.49896,738.69,161.31,0.51477,-0.0024321,0.053035,0.96019,-1
4490.7,4204.8,0.4993,0.4993,600.65,136.24,0.52447,0.016182,0.027832,0.97611,-1
7124.6,4121.8,0.49886,0.49886,675.73,165.72,0.56726,0.0045676,0.030687,0.73521,1
5177.5,5119.4,0.49937,0.49937,589.03,121.45,0.51135,-0.015291,0.015208,0.81223,1
7860.3,5175.5,0.49875,0.49875,719.66,204.52,0.53041,-0.0089477,0.044539,0.8803,1
7607.1,5609.4,0.49917,0.49917,466.98,138.38,0.58594,-0.003496,0.032706,0.92965,1
3716.6,3371.9,0.49937,0.49937,805.97,118.74,0.5975,0.0071767,0.023392,0.71065,-1
7107.7,3399.2,0.49911,0.49911,551.25,129.46,0.62793,-0.041612,0.027202,0.75897,-1
5696.2,3326.6,0.4993,0.4993,646.85,104.09,0.60862,-0.036761,0.025574,0.73121,-1
7016.1,3781.7,0.49937,0.49937,244.54,94.398,0.63597,-0.021123,0.04361,0.66123,-1
6968.9,3750.8,0.49911,0.49911,293.26,113.76,0.64791,-0.00040362,0.079666,0.58498,1
6750.5,3490.5,0.49911,0.49911,322.98,116.61,0.66872,0.07488,0.091406,0.77483,-1
10969,7847.9,0.49917,0.49917,388.78,124.97,0.55499,-0.0030232,0.066325,0.96748,-1
5277.9,3431.9,0.49911,0.49911,522.13,134.68,0.52183,0.01594,0.040037,0.88505,1
7694.8,3867.5,0.49886,0.49886,684.62,171.62,0.53245,-0.035211,0.089032,0.86937,-1
9835.3,5053.5,0.49886,0.49886,512.8,165.17,0.6145,-0.011848,0.077575,0.78301,1
9513,4025.4,0.49904,0.49904,329.23,131.45,0.55122,-0.035941,0.059918,0.85376,1
9562.9,3859,0.49922,0.49922,416.92,115.78,0.59905,-0.027906,0.047054,0.70645,1
8532.2,4605.2,0.49937,0.49937,436.15,97.016,0.59273,-0.035094,0.082128,0.72077,1
8093.7,4212.4,0.49937,0.49937,321.91,94.66,0.57455,-0.01709,0.082008,0.90676,-1
12174,6432.1,0.49922,0.49922,308.03,115.68,0.57549,-0.0129,0.038497,0.85162,-1
13523,8003.2,0.49904,0.49904,422.12,136.57,0.63475,0.013784,0.054756,0.74147,-1
11348,5092.7,0.49911,0.49911,344.36,120.76,0.59543,-0.010256,0.038477,0.72579,1
10771,5881.5,0.49926,0.49926,355.32,107.2,0.67192,0.010341,0.052256,0.71317,1
13124,6336.1,0.49896,0.49896,376.07,141.56,0.58675,0.0052648,0.066308,0.87482,-1
8921.6,6892.5,0.49926,0.49926,402.91,122.69,0.58433,-0.042207,0.058664,0.88768,1
5550.8,4128.9,0.49911,0.49911,395.37,137.79,0.5677,-0.0080318,0.073942,0.70394,1
8758.1,5106.7,0.49896,0.49896,725.69,168.56,0.64127,-0.0044665,0.11061,0.79319,1
7453.8,4688,0.49926,0.49926,420.6,122.98,0.56679,0.023471,0.051128,0.72219,-1
8226.8,4333.6,0.49934,0.49934,558.81,107.91,0.61609,-0.022268,0.019678,0.85798,-1
11982,21836,0.49904,0.49904,331.99,131.78,0.51999,-0.028194,0.04456,0.7318,1
3754.6,3207.3,0.49917,0.49917,545.41,138.66,0.55851,-0.031261,0.042868,0.86174,1
4196.8,4606.8,0.49886,0.49886,630.7,183.48,0.55195,-0.035412,0.053319,0.84159,1
5711.4,3134,0.49917,0.49917,610.34,140.63,0.54799,0.024277,0.045573,0.80659,1
6199.5,3075.2,0.49922,0.49922,296.59,105.34,0.67425,0.024086,0.020479,0.72837,-1
6080.3,3254.4,0.49886,0.49886,695.5,177.89,0.54199,0.0024423,0.060526,0.92651,1
9858.5,4284.8,0.49922,0.49922,358.17,117.37,0.64089,-0.024744,0.086013,0.9415,-1
7134.4,3459,0.4993,0.4993,408.93,113.45,0.55231,0.010269,0.055259,0.94227,1
6292,3085.3,0.49886,0.49886,449.17,138.41,0.62336,3.2653e-05,0.049153,0.77453,1
7342.4,5159.6,0.49911,0.49911,1233.9,171.45,0.4435,-0.031528,0.043287,1.0067,1
6765.2,3596.2,0.49926,0.49926,1139.3,134.24,0.50481,-0.028221,0.033863,1.1326,-1
9308.5,7016.6,0.4993,0.4993,475.35,136.3,0.49522,-0.0093609,0.055293,0.95362,-1
9837.2,4527.2,0.49875,0.49875,661.15,195.17,0.56761,0.017742,0.079215,0.92989,1
14103,6927.6,0.49937,0.49937,301.22,93.916,0.59226,0.0035298,0.028165,1.0335,1
12851,5378.2,0.49875,0.49875,506.56,173.43,0.60234,-0.0028299,0.13917,0.97402,1
13079,5460,0.49911,0.49911,410.6,130.08,0.59947,0.042648,0.079046,0.94962,1
7292.9,3397.6,0.49937,0.49937,281.22,104.55,0.67846,0.051885,0.026611,0.57598,1
6751.6,3590.3,0.4993,0.4993,607.7,132.62,0.56652,-0.021654,0.040869,0.95684,1
7158,3794.4,0.49934,0.49934,478.06,123.11,0.53618,-0.020242,0.052146,0.98186,1
6098.4,3314.4,0.49926,0.49926,496.77,112.77,0.61784,-0.020712,0.035683,0.621,-1
9683.4,7128.8,0.49875,0.49875,460.98,171.79,0.55153,0.0014964,0.096984,0.79032,1
9436.1,11147,0.49926,0.49926,612.35,133.94,0.56047,0.011654,0.056333,0.92509,1
11125,6366.3,0.49904,0.49904,544.23,166.08,0.66238,-0.053909,0.031917,0.82217,1
7906.4,4727.4,0.49917,0.49917,421.97,124.77,0.59117,0.0092132,0.06719,1.0484,1
8322.5,4396.2,0.49937,0.49937,372.03,101.11,0.596,-0.0025695,0.057004,1.0326,-1
7240,4361.9,0.49937,0.49937,389.48,104.48,0.65002,0.044829,0.048007,0.75473,-1
4312.6,3598.1,0.49911,0.49911,371.47,130.39,0.53387,-0.012166,0.060354,0.75854,-1
6429.7,6450,0.49875,0.49875,646.49,179.57,0.54216,-0.0692,0.070872,0.76277,1
6242.1,3625.5,0.49917,0.49917,528.29,132.51,0.46585,-0.016685,0.054208,0.899,1
13535,7246.7,0.49926,0.49926,349.86,112.49,0.6482,-0.011793,0.049767,0.83547,-1
15705,8560.2,0.49917,0.49917,345.54,119.93,0.65882,-0.02097,0.075675,0.84268,1
4915.5,2724.2,0.49911,0.49911,987.04,156.37,0.56098,-0.0022228,0.039116,0.90032,1
5201.3,2757.6,0.49926,0.49926,1027.5,132.49,0.56297,-0.0055087,0.04428,0.87171,1
5282.5,3444,0.49896,0.49896,681.38,140.6,0.53181,0.0075801,0.046788,0.93681,1
8186.6,4490.4,0.49904,0.49904,510.22,144.05,0.63196,0.01744,0.070112,0.92377,1
7954.1,3487.7,0.49875,0.49875,455.88,174.54,0.62572,0.019365,0.079758,0.9161,-1
10648,4240.9,0.49934,0.49934,500.81,99.222,0.63906,0.022048,0.040659,0.89661,1
5313.6,3625.8,0.49875,0.49875,487.68,164.5,0.55076,-0.015863,0.049468,0.7939,1
4143.7,2942.2,0.49896,0.49896,533.91,139.56,0.57089,-0.042973,0.030861,0.78055,1
5443.6,3272.3,0.49896,0.49896,774.31,170.45,0.5267,0.0032537,0.064054,0.90269,1
7065.6,3538.6,0.49937,0.49937,887.01,108.75,0.5352,-0.023594,0.015237,0.94913,1
6776.8,6404.5,0.49886,0.49886,550.63,182.56,0.57624,0.017692,0.12042,0.77546,1
8420.4,4995.2,0.49904,0.49904,486.87,139.22,0.62499,0.015983,0.042412,0.71589,1
9079.8,5858.9,0.49875,0.49875,803.29,180.62,0.65295,0.059888,0.070449,0.83368,-1
5946.1,3385.9,0.49937,0.49937,273.69,103.34,0.574,-0.032623,0.030861,0.93459,-1
7040.3,3794.6,0.49875,0.49875,573.99,169.04,0.55508,-0.015888,0.051691,0.94983,-1
16567,11907,0.49917,0.49917,804.56,136.38,0.52573,-0.027434,0.032848,0.97247,-1
9221.1,5066.2,0.49875,0.49875,482.19,173.53,0.57713,-0.0037642,0.069544,0.99807,-1
7727.2,4382.4,0.49917,0.49917,525.98,127.41,0.56465,-0.013596,0.034788,0.87492,1
9863.5,8540.7,0.49917,0.49917,435.16,136.09,0.52884,-0.02096,0.049802,0.97711,-1
11589,4489.4,0.49875,0.49875,569.28,165.31,0.58855,-0.031511,0.045028,0.9701,1
4772.4,2509.8,0.49926,0.49926,350.7,124.24,0.57409,-0.00020208,0.023446,0.76489,1
9328.7,3732.2,0.49904,0.49904,523.87,140.4,0.61152,0.0031776,0.05308,0.80659,1
8438.4,4096.9,0.49917,0.49917,244.67,110.74,0.59391,0.032441,0.051564,0.74456,-1
8994.8,3337.5,0.49917,0.49917,246.77,99.651,0.57498,-0.021544,0.05014,0.8153,1
4683.6,5030.2,0.49896,0.49896,1037.6,168.05,0.5994,-0.0053058,0.051724,0.83299,1
6940,4017.7,0.49904,0.49904,604.84,152.63,0.64562,0.01528,0.041449,0.87369,-1
